SMILES,REWARD
Cc1cc(C=NNC(N)=O)cc(C)c1NC(=O)NNC(=O)NNC(=O)NNC(=O)Nc1ccc(NN=Nc2cccc(Br)c2)cc1,12.71
CCC(C(=O)NCC(C)O)N(Cc1cccc(OC(=N)N)c1)C(=O)COc1ccc(C=NNC(=N)N)cc1,6.48
N=CNc1ccc(C(=O)NNC(=O)NNC(=O)NNC(=O)NNC(=S)N=Nc2ccc(N=NC(=O)NNc3ccc(NN=C(C(=N)N)C(=N)N)cc3)cc2)c(Cl)c1,10.37
N#CNC(=N)NCNC(=N)Nc1ccc(C=NNC(=N)C(=N)NN=CCC=NNC(=N)N)cc1,9.19
N=C(N)Nc1cc(NNC(=S)NNC(=O)NNC(=O)c2ccc(NC(=O)NNC(=O)C(=O)NNC(=O)C(=O)NNC(=O)c3ccccn3)cc2)nc(N)n1,12.42
Cn1cc(S(=O)(=O)c2ccc(N=Nc3ccc(N)c4ccccc34)cc2)c(=O)c2ccc(C(=O)NN=C(N)N)cc21,10.09
CCCCc1ccc(S(=O)(=O)N2CCN(C(=O)Nc3ccccc3Br)CC2)cc1,6.59
O=C(N=NC(=O)NNC(=S)NNC(=O)NNC(=O)N=Nc1ccccc1Br)NNC(=O)N=Nc1ccccc1Br,11.95
O=C(N=NC(=O)NNC(=O)c1ccccc1Br)NNC(=O)C(=O)NNC(=O)C(=O)NNC(=O)N=Nc1ccccc1Br,10.1
NC(=O)NN=Cc1ccc(N=NNc2ccc(NNC(=O)C(=O)NNc3ccc(C=NNC(=O)CCCCC(=O)NN4C(=O)c5ccccc5C4=O)cc3)cc2)cc1,10.41
c1ccc(CN(Cc2ccc(-c3nn[nH]n3)cc2)C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,8.08
Cc1cc(NNC(=O)N=NC(=O)NNc2ccccc2-c2nc3cc(N=NC(=O)NNc4cc(NC(=S)N=C(N)N(C)C)nc(N)n4)ccc3o2)nc(N)n1,10.61
Cc1cc(C)n(C(=N)NC(=O)c2ccc(NC(=O)CSc3nnc(-c4ccccc4-c4nn[nH]n4)n3N)cc2)n1,9.58
Cc1ccc(O)c(F)c1N1N=C(C(=O)OCC(=O)NNC(=O)N=NC(=O)NNc2cc(NC(=S)Nc3ccc(NC(=N)N)cc3)nc(N)n2)CCC1=O,9.54
CNc1cc(NNC(=O)N=NC(=O)NNC(=O)NN2CCCCC2C(=O)N(Cc2ccccc2)c2nc3ccccc3s2)nc(N)n1,11.9
O=C(C=Cc1ccc(CNC(=S)Nc2ccccc2NNC(=O)NNC(=S)Nc2ccccc2)o1)NN=Cc1ccc(NNC(=O)C(=O)NNC(=O)NN=C2CCCCC2)cc1,9.68
CC(C=NNC(=N)C(=N)NN=Cc1ccc(C=NNC(=N)C(=N)NN=Cc2ccc(N)cc2)cc1)=NNC(=N)N,10.86
NC(N)=NC(=S)Nc1cc(NNC(=O)C(=O)NNC(=O)N=NC(=O)NNC(=O)c2cn(-c3ccccc3)nc2-c2cccs2)nc(N)n1,11.89
Cc1cc(NNC(=O)NNC(=S)NNC(=O)NNC(=S)Nc2ccc(N(c3ccccc3)N3C(=O)c4ccccc4C3=O)cc2)nc(N)n1,9.73
COC(=O)c1sc(S(=O)(=O)N2CCN(N=Nc3cccc(Cl)c3Cl)CC2)c(C(=O)OC)c1C,5.88
O=C(COC(=O)NNC(=O)N=Nc1ccccc1Br)NNC(=O)C(=O)NNC(=O)NN=C1CCCCC1,10.39
CC(=N)Nc1cccc(C(c2ccccc2)(c2ccc(NC(=O)NN=C(N)N)cc2)n2nnc3ccccc32)c1,8.97
N=C(N)NC(=N)Nc1cc(NNC(=O)N=Nc2ccc(C(=O)NC(=S)NNC(=O)C(=O)NNC(=O)NNC(=O)NN=C3CCCCC3)cc2)nc(N)n1,12.47
N=C(N)C(=NNc1ccc(NNC(=O)Nc2ccccc2C(=O)NNC(=O)N=Nc2ccccc2)cc1)C(=N)N,9.93
N=C(N)Oc1ccc(NN=Cc2ccc(NNC(=O)N=NC(=O)NNc3ccccc3)cc2)cc1,9.79
O=CNNC(=O)c1ccc(S(=O)(=O)N2CC(N3C(=O)C4CC=CCC4C3=O)C2)cc1SCc1ccccc1,7.86
NC(N)=NC(=S)Nc1cc(NNC(=O)N=Nc2ccc(C(Cn3nnc4ccccc43)=NNc3ccccn3)cc2)nc(N)n1,11.12
CC(C=NNc1cc(NNC(=O)C(=O)NNC(=O)NNC(=O)c2c[nH]c(=O)c3ccccc23)nc(N)n1)=NNC(=N)N,12.28
N#CC(C#N)NNc1ccc(N=Nc2ccc(C(c3ccc(C(=N)NCc4ccccc4)cc3)(c3ccc(-n4cnnn4)cc3)n3nnc4ccccc43)cc2)c(N)n1,10.91
O=C(CN1C(=O)c2ccc(C(=O)NNC(=O)N=Nc3ccccc3)cc2C1=O)NNC(=O)C(=O)NNc1cccc(-n2cnnn2)c1,10.44
O=C(N=NC(=O)NNC(=O)C(=O)NNC(=O)N=Nc1ccccc1Br)NNC(=O)N=Nc1ccccc1Br,10.99
N=C(N)NC(=O)Nc1ccc(NC(=S)NNC(=O)NNC(=O)NNC(=S)NC(=O)c2ccc(NNC(=O)N=NC(=O)NCc3ccccn3)cc2)cc1,10.89
N=C(N)NN=C(N)c1ccc(OCC=NNC(=N)C(=N)NN=Cc2ccc(N=NC(=O)NNC(=O)Nc3ccc4c(c3)OCCCO4)cc2)cc1,10.71
O=C(N=Nc1ccccc1C(=O)NN=C1CCCC1)NNC(=O)c1cccnc1NCc1ccccc1-c1ccccc1,8.56
CC(=NNC(=O)C(=O)NN=Cc1cc(NC(N)=NN)cc(Br)c1O)c1ccc(NC(=N)NC(=N)N)c(Cl)c1,10.47
O=C(NNC(=O)NNC(=O)C(=O)NNC(=O)c1cn(Cc2ccccc2)c(=O)c2ccccc12)NNC(=O)NNc1ccccc1,10.35
Cn1c(=O)c2c(nc(SCC(=O)Nc3ccc(N=Nc4ccc(N=Nc5ccc(N)nc5N)cc4)cc3)n2CCCCCNC(=N)N)n(C)c1=O,9.68
CC(C=NNC(=O)c1ccc(C(=O)NN=C2CCC(=NNC(=O)c3ccc(C=NNC(=N)N)cc3)CC2)cc1)=NNC(=N)N,10.99
CNC(=N)N(C)C(=N)NC(=O)NOCc1nc2ccc(NC(=O)NNC(=O)NNc3cc(C)nc(N)n3)cc2[nH]1,10.71
CC(=O)NN(C(=O)NCC(=O)NNC(=O)NNC(=O)NNC(=O)Nc1ccc(NC(=N)NC(=N)N)cc1)c1ccc(NN=Nc2ccccc2)cc1,11.38
N=C(N)C(=NNc1ccc(C=NNC(=N)C(=N)NN=Cc2ccc(C(=O)NC3CCc4n[nH]c(=O)cc4C3)cc2)cc1)C(=N)N,10.78
Cc1nc(NC(=O)NNC(=O)C(=O)NNc2cc(NC(=S)N=C(N)N)nc(N)n2)sc1-c1nc(-c2cccs2)no1,10.81
N=C(N)C(=NNc1ccc(NNC(=O)N=NC(=O)NNC(=O)N=Nc2ccccc2Br)cc1)C(=N)N,10.56
CC(Sc1nc(CC[N-][N+]#N)cc(=O)[nH]1)C(=O)NN=Cc1cc(Br)cc(Br)c1O,7.97
N=C(N)C(=NNc1ccc(N=NNc2ccc(CC(N)=NNC(=O)Oc3ccc(Br)c4ccccc34)cc2)cc1)C(=N)N,10.3
N=C(N)NC(=N)Nc1cc(NNC(=O)N=Nc2cc(NNC(=O)C(=O)NNC(=O)OCC(=O)N3CCCC3c3nc(-c4ccccn4)no3)nc(N)n2)nc(N)n1,11.85
Cc1cc(NNC(=O)C(=O)NNC(=O)C(=O)NNC(=O)N=Nc2ccccc2Cl)nc(N)n1,9.83
O=C(NNc1ccc(N=Nc2ccc3ccccc3c2)cc1OCc1ccccc1)Nc1ccc(NNC(=O)C(=O)NNC(=O)C(=O)NNc2ccccc2)cc1,11.32
Cc1cc(N=NNc2ccc(Br)cc2)ccc1NNC(=O)C(=O)NNC(=O)N=NC(=O)NNc1ccccc1,10.27
O=C(COc1c(Br)cc(Br)cc1Br)NNC(=O)NNC(=O)N=Nc1ccccc1Br,9.37
CCNC(=S)NNC(=O)c1cccc(N=NNc2ccc(C=NNC(=O)c3cc4ccccc4cc3Oc3ccccc3)cc2)c1,10.18
Cc1c2cnn(CC(=O)NN=Cc3ccc(NN=C(C(=N)N)C(=N)N)cc3)c(=O)c2c(C)n1Cc1ccc(N=Nc2ccc(N)nc2N)cc1,10.9
CC(C=NNC(=O)C(C)n1ccc(-c2cccc(N=NC(=O)NNc3cc(C)nc(N)n3)c2)n1)=NNC(=N)N,10.86
N=C(N)C(=NNc1ccc(N=NNc2ccc(Br)c(C(=O)NN=C(N)N)c2)cc1)C(=N)N,10.32
Cc1cc(N=Nc2ccc(NN=C(C(=N)N)C(=N)N)cc2)ccc1C=NNC(=N)C(=N)NN=Cc1ccccc1,10.78
N=C(NN=Cc1ccc(NNC(=O)N=Nc2ccc(Cl)cc2)cc1)C(=N)NN=Cc1ccc(-n2nnnc2N)cc1,11.3
O=C(N=Nc1cccc(NNC(=O)C(=O)NNC(=O)N=NC(=O)NNc2ccccc2Br)c1)NNC(=O)N=Nc1ccccc1Br,10.41
COc1ccccc1-n1nnc(C(=O)NNC(=S)NNC(=O)n2nnc3ccccc32)c1-c1ccncc1,9.05
CC(C=NNC(=N)C(=N)NN=Cc1ccc(NC(=O)NC2CCCCCCCCCCC2)cc1)=NNC(=N)N,9.95
Cc1nc2cc(OC(=O)NNC(=O)N=Nc3ccccc3Br)c(OCC(=O)NN)cc2c(=O)n1CCNC(=O)c1cccc(NN=C(C(=N)N)C(=N)N)c1,8.84
N=C(N)C(=NNc1ccc(C=NNC(=N)C(=N)NN=Cc2cc(Br)cc(Br)c2O)cc1)C(=N)N,9.37
N=C(N)C(=NNc1cccc(NC(=O)NNC(=O)OCc2ccc(CC(=O)NNC(=S)NNC(=O)NNC(=O)C(=O)NNc3cc(NN)nc(N)n3)cc2)c1)C(=N)N,11.56
Brc1cccc(N=NNc2ccc(NN=Cc3ccc(C=NNc4ccccc4)cc3)cc2)c1,9.35
Cc1cc(NNC(=O)C(=O)NNC(=O)NOCc2nnc(SCC(=O)NN=Cc3ccc(N=Nc4ccc(N)c5ccccc45)cc3)o2)nc(N)n1,11.01
O=C(N=NC(=O)NNC(=O)N=NC(=O)NNC(=O)c1ccccc1Br)NNC(=O)N=NC(=O)NNC(=O)N=Nc1ccccc1Br,11.41
N=C(N)C(=NNc1ccc(NC(=O)NNC(=O)NN=Cc2cc(Br)cc(Br)c2)c(Cl)c1)C(=N)N,10.43
O=C(CCCc1nnc2n(Cc3ccccc3)c(=O)c3sccc3n12)NNC(=O)C(=O)NNC(=O)N=NC(=O)Nc1ccccc1,9.27
N=C(N)NN=Cc1cc(Br)cc(C=NNC(=N)C(=N)NN=Cc2cc(Br)cc(C=NNC(=N)N)c2O)c1,9.99
CC(C=NNC(=O)C1CCCN(c2ccc(-c3ccc(C(=O)NN=C(N)N)cc3)nn2)C1)=NNC(=N)N,10.99
Cn1cc(-c2cnc(NCCNc3ncccn3)nc2)cc1C(=O)NNC(=O)c1ccccc1,8.26
CC(=NNC(=O)C(=O)NN=Cc1cc(Br)cc(Br)c1O)C(C)=NNc1ccc(NN=C(C(=N)N)C(=N)N)cc1,10.71
CN(C(=S)NC(=O)c1ccc(NN=Nc2ccccc2)cc1)C1CCN(N=Nc2ccc(NN=C(C(=N)N)C(=N)N)cc2)CC1,9.98
Cn1c(=O)n(Cc2ccccc2)c(=O)c2c1nc1n2CCS1,4.16
Cc1ccc(N=NN(C)C)cc1NNC(=O)N=Nc1ccc(C=NNc2cccc(C(=O)NNC(=O)N=Nc3ccccc3Br)c2)cc1,10.73
COc1cc(C(NC(=O)NN=Cc2cccc(NNC(N)=O)c2)NC(=O)c2ccc(C(=O)NC(=N)N)c(OC)c2)ccc1N=NNc1ccccc1,9.25
CC(C=NNC(=N)C(=N)NN=Cc1cc(NNC(N)=O)cc(Br)c1O)=NNC(=N)N,9.71
Cc1cc(NC(=N)NC(=N)N)ccc1C(=O)NNC(=O)N=Nc1ccccc1Br,8.49
CN(N)Cc1cccc(C(=O)NN(Cc2ccccc2)Cc2ccc(NN=Nc3ccc(C=NNC(=N)N)cc3)cc2)c1,10.52
N=C(N)C(=NNc1ccc(C(=O)NN=C2CCC(=NNC(=O)c3cc(Br)cc(Br)c3)CC2)c(C(=O)NN=C(N)N)c1)C(=N)N,11.48
NC(N)=NC(=S)Nc1cc(NNC(=O)C(=O)NNc2ccc3c(c2)N(C(=O)Nc2ccccc2)CCC3)nc(N)n1,10.94
N=C(N)Nc1nc(N)cc(NNC(=O)N=NC(=O)NNC(=O)c2cn(-c3ccccc3)nn2)n1,10.22
Nc1nc(NNC(=O)C(=O)NNc2ccccc2-c2nc(-c3cc4ccccc4nc3OCC(=O)NNC(=O)N=Nc3ccccc3C(=O)NN=C3CCCC3)no2)cc(C(=O)O)n1,10.91
CC(C=NNC(=N)C(=N)NN=Cc1cc(Br)cc(Br)c1O)=NNC(=N)N,8.8
CC(=NNC(=N)Nc1cc(NNC(=O)N=NC(=O)NNC(=O)NN=C(Nc2ccccc2)C(=NNc2ccccc2)Nc2ccccc2)nc(N)n1)C(=O)O,12.26
CC(=O)N1CCc2cc(NNC(=O)C(=O)NNC(=O)NNC(=O)N=Nc3ccc(N=NC(=O)NNC(=O)N=NC(=O)NNc4cc(C(N)=O)nc(N)n4)cc3)ccc21,12.19
NNC(=S)Nc1ccc(C(=O)NNC(=O)NOCc2cc3ccc(C(=O)NN=C(N)N)cc3[nH]c2=O)c(Cl)c1,10.15
CN(Cc1cc([N-][N+]#N)ccc1NN=Nc1cccc(C(=O)NN=C(N)N)c1Cl)C(=O)CCN1C(=O)c2ccccc2C1=O,9.49
NN=C(N)Nc1ccc(OCC(=O)NNc2ccccc2C(=O)NN=C(N)N)c2[nH]ccc(=O)c12,8.15
O=C(N=Nc1cccc(C(=O)N(Cc2ccccc2)Cc2nc3ccccc3c(=O)[nH]2)c1)NNC(=O)n1nnc2ccccc21,9.51
O=C(N=NC(=O)NNC(=O)N=NC(=O)NNC(=O)C(=O)NNC(=O)N=Nc1ccccc1Br)NNC(=O)N=NC(=O)NNC(=O)N=Nc1ccccc1,11.38
O=C(N=NC(=O)NNC(=O)N=Nc1ccccc1Br)NNC(=O)N=Nc1cccc(C(=O)NNC(=O)N=NC(=O)NNC(=O)N=Nc2ccccc2Br)c1,11.02
N#[N+][N-]c1ccc(NC(=O)NNC(=O)CC(=O)NNC(=O)N=Nc2ccc(NN=C(C(=N)N)C(=N)N)cc2)cc1,11.09
O=C(N=Nc1ccccc1)NNC(=O)N=Nc1ccc(-c2noc(C3Cc4[nH]cnc4CN3C(=O)NC3CCCCCCC3)n2)cc1,11.19
N#CNC(=N)Nc1ccc(NN=Nc2ccc(N=NC(=O)NNc3cc(N=Nc4ccccc4)cc(NN=C(C(=N)N)C(=N)N)c3)cc2)cc1,11.95
N#CNC(=N)Nc1ccc(NC(=O)NNC(=O)C(=O)NNc2ccc(OCc3ccc(C(=O)NN)cc3)c(NNC(N)=S)c2)cc1,12.14
CC1(C)CC2(C)Sc3ccccc3N2C(=S)N1,5.07
COc1cc(N=C(c2ccc(NNC(=O)N=Nc3ccccc3)cc2)c2ccc(NNC(C#N)C#N)cc2)ccc1CNC(=N)N,9.61
CN(C)c1ncc(-c2ccc(-c3nn[nH]n3)cc2)c(C2CCCN2C(=O)CNN=C(N)N)n1,8.74
CNC(=O)Nc1ccc(C(=O)Nc2ncn(Cc3ccc(N=NC(N)=S)cc3)n2)cc1,8.53
N=C(N)NC(=N)NCNC(=N)NN=Cc1cc(Br)ccc1Br,7.85
N=C(N)C(=NNc1cccc(NC(=O)NNC(=O)N=Nc2ccccc2Br)c1)C(=N)N,9.68
CN(C)NC(=S)NNC(=O)c1cc(NNC(=O)Nc2ccccc2NNC(=O)N=NC(=O)NNC(=O)N=Nc2ccccc2CONC(=O)NN)nc(N)n1,11.51
COc1ccc(OC(=N)N)cc1C=NNC(=O)NNC(=O)c1ccc(NC(=O)NNC(N)=S)cc1NNC(=O)C(=O)NNC(=O)NNC(=O)n1nnc2ccccc21,12.46
O=C(N=NC(=O)NNC(=O)NNC(=O)N=NC(=O)NNC(=O)N=Nc1ccccc1Br)NNC(=O)N=NC(=O)NNc1ccccc1Cl,12.09
N=C(N)NC(=N)Nc1cc2c(cc1OC(=O)NNc1ccc(N=NC(=O)NNc3ccccc3)cc1)CN(c1cc(-c3nn[nH]n3)ccn1)CC2,10.96
N=C(N)C(=NNc1ccc(C(NC(=O)NN=C2CCCCC2)NC(=O)c2ccc(C(=O)Cn3nnc(N)n3)cc2)cc1)C(=N)N,10.28
CC(=O)NNc1cc(N(C(=O)c2ccccn2)C(C(=O)NNC(=O)C(=O)NNc2cc(NC(=S)N=C(N)N)nc(N)n2)c2cccs2)ccc1NNC(=O)N=Nc1ccccc1,10.53
O=C(N=NC(=O)NNC(=O)C(=O)NNC(=O)C(=O)NNC(=O)N=Nc1ccccc1Br)NNC(=O)Nc1cccc(Br)c1,11.75
O=C(Cn1c(=O)n(-c2ccc(C=NNC(=O)C(=O)NN=Cc3ccccc3)cc2)c(=O)c2sccc21)NN=C(c1ccccc1)C(O)c1ccccc1,8.96
NC(=NNC(=O)OCCN1CC2(CCC1=O)CCN(C(=O)n1nnc3ccccc31)CC2)c1ccc(Nc2nc(Cl)nc(Nc3ccc(N=Nc4ccc(N)nc4N)cc3)n2)cc1,10.26
O=C(N=NC(=O)NNC(=O)N=Nc1ccccc1Cl)NNC(=O)N=NC(=O)NNc1ccccc1Cl,9.78
NC(=O)c1cc(NNC(=O)N=NC(=O)NNC(=O)Oc2ccc3c(c2)sc(=O)n3Cc2ccccc2)nc(N)n1,10.05
N=C(N)C(=NNc1ccc(N=Nc2ccc(N=NNc3ccc(N=Nc4ccc(N)nc4N)cc3)cc2)cc1)C(=N)N,11.39
CNC(=O)c1cc(N=NC(=O)NNC(=O)N=Nc2ccccc2Br)ccc1C(=O)NN=C(N)N,10.35
N=C(N)C(=NNc1ccc(-n2ncc3c(=O)n(CC(=O)NNC(=O)C(=O)NNc4cccc(Nc5ncccn5)c4)cnc32)cc1)C(=N)N,10.65
N=C(N)c1ccc(Oc2cc(Br)c(Br)cc2C=NNC(=O)NNC=O)c(NNC(=O)N=NC(=O)NNC(=O)N=Nc2ccccc2Br)c1,10.69
O=C(COC(=O)CSc1cccc2cccc(C(=O)O)c12)NNC(=O)C(=O)NNC(=O)C(=O)NNC(=O)N=NC(=O)NNc1ccccc1Br,8.64
Cc1ccc(C=NNC(=N)C(=N)NN=Cc2ccc(C=NNC(=N)N)cc2)cc1,8.86
N=C(N)C(=NNc1ccc(NC(=O)N2CCCC(c3nc(NN=Cc4ccccc4)cc(-c4cccs4)n3)C2)cc1)C(=N)N,10.33
