START,END,REWARD,IMPROVEMENT,SIMILARITY
Cn1cc(NC(=O)c2cc(-c3cccc(Cl)c3)no2)cn1,N=C(N)n1cc(NC(=O)c2cc(NS(=O)(=O)c3ccc(N=NS(=O)(=O)O)cc3)no2)cn1,4.89,-0.2700000000000004,0.3454545454545454
Cc1ccc(NC(=O)COC(=O)COc2ccc(Cl)cc2)cc1F,O=C(Cc1cc(O)c(CN2CCN(Sc3nc4ccccc4s3)CC2)cc1O)NC1CC1,4.71,1.54,0.1521739130434782
Cc1cc(C)c(NC(=O)c2cnc(-c3ccc(F)cc3)nc2C)c(C)c1,Cc1cc(SCCO)nc(SSc2ncc(C(=O)NC=C3C(=O)OC(C)(C)OC3=O)c(C)n2)n1,4.91,-0.7299999999999995,0.2481203007518796
COc1c(N)cc(-c2nc3cnccc3o2)cc1Br,O=C(O)c1ccccc1Sc1c([N+](=O)[O-])cc(-c2nc3cnccc3o2)cc1[N+](=O)[O-],5.74,1.5499999999999998,0.3557692307692308
CN(Cc1cccc(F)c1)C(=O)NCCCOCc1ccccc1,Nc1nc(SCc2ccc(OCc3ccccc3)cc2)ncc1C(=O)NC1CCCC1,4.46,1.04,0.28
COc1ccc(S(=O)(=O)N2C[C@H](C(=O)NCc3ccc(C)cc3)Oc3cc(C)ccc32)cc1,Cc1cc(C)n(C(=O)c2ccc3c(c2)O[C@@H](C(=O)NCc2ccc(C4CC4)cc2)CN3S(=O)(=O)c2ccc(C3CC3)cc2)n1,7.07,1.3600000000000003,0.5390070921985816
C[C@]1(NC(=O)C2(Cc3ccc(-c4cccnc4)cc3)CCOCC2)CCS(=O)(=O)C1,COc1cc(NC(=O)C2CCCN2C(=O)OCc2ccc(-c3cccnc3)cc2)ccc1COC(=O)c1ccccc1,4.27,-1.8200000000000005,0.2839506172839506
Cc1nc(N2CCOCC2)[nH]c(=O)c1Cc1cccc2ccccc12,Cc1nc(N2CCOCC2)[nH]c(=O)c1Cc1cccc2ccccc12,5.69,-0.0199999999999995,1.0
OC[C@H]1CCCN1c1ncc(Cl)cc1Cl,OC[C@H]1CCCN1c1ncc(OCCSc2ncccn2)cc1Cl,2.72,-0.9499999999999996,0.4736842105263157
CCCNC(=O)c1nn2cc(Br)cnc2c1Br,Cc1cc(Br)c(NC(=O)c2nn3cc(Br)cnc3c2Br)cc1NC(=S)NN,5.5,0.8399999999999999,0.4404761904761904
Cc1cnc(NC(=O)c2cncc(Cc3ccc(F)cc3)c2)s1,COc1cccc(NNC(=O)CC(=O)NCc2cncc(C(=O)C3OC3c3ccccc3)c2)n1,4.03,-1.25,0.2713178294573643
O=c1nc(NCCc2ccccc2)[nH]nc1Cc1ccccc1,O=C(CBr)Nc1cccc(NCc2ccccc2CNc2nc(=O)c(Cc3ccccc3)n[nH]2)c1,4.78,-0.4299999999999997,0.5178571428571429
Cc1nc(CC2CCN(C(=O)c3ccc(N)nc3)CC2)cc(NC2CCCC2)n1,Cc1cc(C)n(-c2nc(CC3CCN(C(=S)SCC(=O)c4ccc(N)nc4)CC3)cc(NC3CCCC3)n2)n1,5.12,0.0,0.6333333333333333
O=C(COC(=O)c1nc(-c2ccccc2)n(-c2cccc(C(F)(F)F)c2)n1)NC(=O)c1ccccc1,O=C(ON=C(c1ccccc1)c1ccccc1)c1nc(-c2ccccc2)n(-c2cccc(Nc3nc(Cl)nc(NCCO)n3)c2)n1,5.82,1.2000000000000002,0.4363636363636363
O=C(CCc1nc(-c2ccc(F)cc2)no1)Nc1cccc(N2CCCC2=O)c1,O=C(CCCCCCCCCCCSc1nnnn1-c1ccc(NO)cc1)Nc1cccc(N2CCCC2=O)c1,3.49,-1.85,0.4154929577464789
Cc1cccc(OCCN2C(=O)/C(=N/O)c3ccccc32)c1,O=C1c2ccccc2C(=O)N1CN1C(=O)/C(=N/O)c2ccccc21,5.86,1.2800000000000002,0.4886363636363636
Cc1nc(N2CCOCC2)[nH]c(=O)c1Cc1cccc2ccccc12,Cc1nc(N2CCOCC2)[nH]c(=O)c1Cc1cccc2ccccc12,5.69,-0.2599999999999998,1.0
N#Cc1cccc(CNC(=O)CN2C(=O)CCOc3ccccc32)c1,Cc1nnc(C)n1N=Cc1cccc(NC(=S)NC(=O)CN2C(=O)CCOc3ccccc32)c1,4.38,-0.6100000000000003,0.4695652173913043
CCOC(=O)C1=C(C)NC(=S)N[C@@H]1c1ccccc1F,CCOC(=O)C1=C(C)NC(=S)N[C@@H]1c1ccccc1NS(=O)(=O)c1c(C)cc(C)cc1C,4.59,0.6099999999999999,0.5268817204301075
Cc1nc2c(c(N(C)C)n1)CCN(C(=O)c1cc(-c3ccc(O)cc3)n[nH]1)C2,Cc1cc(C)n(S(=O)(=O)c2ccc(-c3cc(C(=O)N4CCc5c(nc(C)nc5N(C)C)C4)[nH]n3)cc2)n1,6.24,0.4900000000000002,0.6697247706422018
CC(=O)N1CCO[C@@](Cc2cccc(-c3ccc(C)cc3)c2)(C(=O)NC(C)C)C1,CNC(=O)Nc1ccccc1NC(=O)[C@@]1(Cc2cccc(C3=NC(C)(C)CO3)c2)CN(C(C)=O)CCO1,4.82,-0.1499999999999994,0.4919354838709677
Cc1ccc(NC(=O)CCNC(=O)c2c(C)cc(C)n(C)c2=O)cc1,Cc1cc(C)n(C)c(=O)c1C(=O)NCCC(=O)N(C)Cc1ccc(C=CC(=O)N(C)C)cc1,4.1,-0.8100000000000005,0.5096153846153846
COc1ccc(CNC(=O)CN(Cc2c(F)cccc2Cl)S(=O)(=O)c2ccc(C)cc2)cc1,CC(=Nc1ccccc1O)c1ccc(NC(=O)NC(=O)CN(Cc2c(F)cccc2Cl)S(=O)(=O)c2ccc(NC=O)cc2)cc1,6.29,1.16,0.4533333333333333
O=C1NC(=O)N(c2cccc(Cl)c2)C(=O)/C1=C/c1ccc(Br)o1,O=C1NC(=O)N(c2cccc(C(=O)Oc3cccnc3)c2)C(=O)C1=Cc1ccc2c(c1)OCO2,6.9,0.96,0.408695652173913
COc1ccc(Br)c(C)c1N,N=C(N)c1cccc(Nc2nc(Cl)nc(Cl)n2)c1,4.62,0.96,0.1285714285714285
CCC(CC)NC(=O)CSc1nc2[nH]ncc2c(=O)[nH]1,O=C(CSc1nc2[nH]ncc2c(=O)[nH]1)NN1CCN(C2CCCCCC2)CC1,6.01,2.24,0.4081632653061224
Cn1nccc1C(=O)N1C[C@@H]2Oc3ncccc3S(=O)(=O)N(Cc3ccccc3)[C@@H]2C1,O=C(NN1CCOCC1)NN1CCN(C(=O)N2C[C@@H]3Oc4ncccc4S(=O)(=O)N(Cc4ccccc4)[C@@H]3C2)CC1,6.21,0.71,0.5072463768115942
COC(=O)Cc1ccc(OCc2nc(-c3ccccc3)no2)cc1,N#CC1(Nc2ccc(N=NNc3ccc(OCc4nc(-c5ccccc5)no4)cc3)cc2)CCCC1,6.7,1.3600000000000003,0.4274193548387097
Cc1nc2c(c(N(C)C)n1)CCN(C(=O)c1cc(-c3ccc(O)cc3)n[nH]1)C2,CN(C)c1nc(N(C)CO)nc2c1CCN(C(=O)c1cc(-c3ccc(C4(O)C=CC(=O)C=C4)cc3)n[nH]1)C2,5.77,0.6999999999999993,0.5897435897435898
CC(C)(C)C1CCC(NC(=O)C(=O)NCc2ccccn2)CC1,O=C(NNC(=O)C1C2C=CC(C2)C1C(=O)O)C(=O)NC1CCC(Nc2ncccn2)CC1,4.49,-0.6600000000000001,0.3135593220338983
CC(C)(C)SCCNC(=O)C1CCN(S(=O)(=O)Cc2c(F)cccc2Cl)CC1,N=C(NC1CCN(S(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)CC1)NS(=O)(=O)c1ccc(Cn2nc[nH]c2=S)cc1,7.04,0.9000000000000004,0.2185430463576159
O=C(CCc1nc2ccccc2[nH]1)Nc1ccc2cc[nH]c2c1,O=C1c2ccccc2C(=O)N1CCCOCCCOC(=S)Nc1ccc2cc[nH]c2c1,3.58,-2.14,0.4107142857142857
COc1nc(C)cc(N[C@@H](C)c2ncc(C)o2)n1,Cc1cc(NC(=S)NC(=O)c2ccc(N=C=S)cc2)nc(-n2nc(C)cc2C)n1,5.45,1.33,0.2129629629629629
COc1ccc(S(=O)(=O)N2C[C@H](C(=O)NCc3ccc(C)cc3)Oc3cc(C)ccc32)cc1,Cc1ccc2c(c1)O[C@@H](C(=O)NC(C)c1ccc(-c3nn[nH]n3)cc1)CN2S(=O)(=O)c1ccc(-n2cnc([N+](=O)[O-])c2)cc1,5.73,-0.5099999999999998,0.4630872483221476
Cc1n[nH]c(=O)nc1Nc1cc(Cl)cc(Cl)c1,CCc1ccc(C=Cc2cc(Nc3nc(=O)[nH]nc3C)cc(N(C)C)c2)cc1,5.16,0.1900000000000004,0.4
COc1ccc(S(=O)(=O)N2CCC[C@@H](C(=O)Nc3cc(C)ccc3C)C2)cc1C,CCN(CC)C(=O)NC1CCN(C(=O)[C@@H]2CCCN(S(=O)(=O)c3ccc(NC(=O)n4ccnc4)cc3)C2)CC1,5.82,0.8300000000000001,0.3103448275862069
CCOc1ccc(Cl)cc1S(=O)(=O)N1CCC(C(=O)Nc2ccccc2CC)CC1,C#CC(C)OC(=O)C1CCCCN1C(=O)C(=O)C1CCN(S(=O)(=O)c2cc(-c3ccc(N)cc3)ccc2OCC)CC1,4.68,-0.1699999999999999,0.4055944055944055
COc1ccc2[nH]c(C(=O)Nc3ccc(Cl)cc3)cc2c1,N#CCOc1ccc2[nH]c(C(=O)NC(=S)Nc3cc(CC(N)CO)cc(S(=O)O)c3)cc2c1,2.99,-2.33,0.3451327433628318
COc1ccc(C(=O)NC2(c3nc(-c4cccnc4)no3)CCCCC2)cc1F,O=C(CNC(=O)C(=O)NCc1ccc(OCCO[N+](=O)[O-])cc1)NC1(c2nc(-c3cccnc3)no2)CCCCC1,5.31,-0.5600000000000005,0.463768115942029
Cc1cccc(OCCN2C(=O)/C(=N/O)c3ccccc32)c1,O=C1c2ccccc2C(=O)N1CN1C(=O)/C(=N/O)c2ccccc21,5.72,0.8300000000000001,0.4886363636363636
O=C(Nc1ncnc2sccc12)c1ccccc1,O=S(=O)(Nc1cccc2cccnc12)c1cccc2ccccc12,5.71,0.5999999999999996,0.2551020408163265
Cc1nc(N2CCOCC2)[nH]c(=O)c1Cc1cccc2ccccc12,Cc1nc(N2CCOCC2)[nH]c(=O)c1Cc1cccc2ccccc12,5.62,-0.0700000000000002,1.0
Cn1nccc1C(=O)N1C[C@@H]2Oc3ncccc3S(=O)(=O)N(Cc3ccccc3)[C@@H]2C1,Cc1cc(N=Nc2cccc(C(=O)N3C[C@@H]4Oc5ncccc5S(=O)(=O)N(Cc5ccccc5)[C@@H]4C3)c2)ccc1N,5.8,0.54,0.5801526717557252
COc1ccc(CCNC(=S)Nc2ccc(F)cc2F)cc1,N#COc1ccc(CN2CCN(C(=O)c3ccc(NC(=O)NCCCl)cc3)CC2)cc1,5.79,1.75,0.2689075630252101
CN1C(=O)[C@](CC(=O)NCc2ccncc2)(Cc2ccccc2)c2ccccc21,CN1C(=O)[C@](CC(=O)Nc2cccc(C(=O)Cn3nnc4ccccc43)c2)(Cc2ccccc2)c2ccccc21,5.39,0.3899999999999997,0.5267175572519084
COc1ccccc1S(=O)(=O)N(C)Cc1nc(C)c2c(n1)N(CCC(C)C)C(=O)CC2,C#CCN(Cc1nc(C)c2c(n1)N(Cc1ccccc1)C(=O)CC2)S(=O)(=O)c1ccccc1Nc1ccc([N+](=O)[O-])cc1,5.7,0.8200000000000003,0.3892617449664429
Cc1nc2c(c(N(C)C)n1)CCN(C(=O)c1cc(-c3ccc(O)cc3)n[nH]1)C2,CN(C)c1nc(NC(C)(C)C)nc2c1CCN(C(=O)c1cc(-c3ccc(-n4n[n+]([O-])c(Cl)c4Cl)cc3)n[nH]1)C2,7.31,1.0599999999999996,0.5714285714285714
Cc1ccc(C2=C[C@H](c3c(Cl)cccc3Cl)n3ncnc3N2)cc1,Oc1cccc(Cl)c1[C@H]1C=C(c2ccc(C3CC(c4ccccc4)=NN3)cc2)Nc2ncnn21,6.49,0.8300000000000001,0.5089285714285714
Cn1nccc1C(=O)N1C[C@@H]2Oc3ncccc3S(=O)(=O)N(Cc3ccccc3)[C@@H]2C1,Cc1cc(NS(=O)(=O)c2cccc(NC(=O)N3C[C@@H]4Oc5ncccc5S(=O)(=O)N(Cc5ccccc5)[C@@H]4C3)c2)no1,6.87,1.3200000000000005,0.5597014925373134
Cc1cccc(-c2nnc3n2N=C(c2ccc(O)c(O)c2)CS3)c1,CC(=O)NNC(=O)c1ccc(C2=Nn3c(nnc3-c3cccc(C4=CCCCCC4)c3)SC2)cc1O,6.59,1.3499999999999996,0.5043478260869565
Cc1cnc(NC(=O)c2cncc(Cc3ccc(F)cc3)c2)s1,COc1ccc(OC)c(NC(=O)c2cncc(C(=O)C3CC3c3ccc(C4=NCCO4)cc3)c2)c1,4.0,-1.08,0.2748091603053435
CCc1ccc(C(=O)NCCCNS(C)(=O)=O)cc1,O=C1c2ccccc2C(=O)N1N(c1ccc(Br)cc1)c1ccc(C2CO2)cc1,6.56,1.88,0.1
COc1ccccc1S(=O)(=O)N1CCO[C@H](c2ccc(Nc3ncccc3C)cn2)C1,COc1cccc(N=CNc2ccc(NS(=O)(=O)N3CCO[C@H](c4ccc(Nc5ncccc5C)cn4)C3)cc2)c1,5.44,0.2200000000000006,0.5757575757575758
CCOc1ccc(Cl)cc1S(=O)(=O)N1CCC(C(=O)Nc2ccccc2CC)CC1,O=C(C1CCN(S(=O)(=O)c2cc(CCO)ccc2Oc2ccccc2[N+](=O)[O-])CC1)N1CCC2(CC1)OCCO2,7.46,1.87,0.3846153846153846
Cc1nc(CC2CCN(C(=O)c3ccc(N)nc3)CC2)cc(NC2CCCC2)n1,Cc1nc(CC2CCN(C(=O)c3ccc(CSc4ccc(Cl)cc4)nc3)CC2)cc(OS(=O)(=O)c2ccccc2)n1,6.44,1.2300000000000004,0.3835616438356164
COc1ccc(Br)c(C)c1N,O=C(O)c1ccc2ccc(C=CC(=O)n3ccnc3)nc2c1,5.99,2.51,0.0952380952380952
O=c1nc(NCCc2ccccc2)[nH]nc1Cc1ccccc1,O=c1nc(NCc2ccc(CSc3nc4ccccc4[nH]3)cc2)[nH]nc1Cc1ccccc1,5.48,0.91,0.5370370370370371
CCc1ccc(C(=O)NCCCNS(C)(=O)=O)cc1,Cc1cc(Br)c(NC(=O)COCC(=O)Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1C,5.07,1.3600000000000003,0.1666666666666666
CCOc1ccc(S(=O)(=O)N(C)CC(=O)Nc2cc(-c3cccc(F)c3)[nH]n2)cc1,CN(O)C(=O)c1ccc(C(N)=O)c(NC(=O)c2ccc(OCC(=O)Nc3cc(-c4cccc(C=O)c4)[nH]n3)cc2)c1,5.01,-0.1299999999999999,0.4113475177304964
COc1ccccc1S(=O)(=O)N(C)Cc1nc(C)c2c(n1)N(CCC(C)C)C(=O)CC2,Cc1nc(CN(C)S(=O)(=O)c2ccccc2Nc2ccc(-c3cocn3)cc2)nc2c1CCC(=O)N2CCn1ccnc1,5.14,0.1999999999999993,0.4615384615384615
CCn1c(SCC(=O)Nc2cccc(C(=O)OC(C)C)c2)nnc1-c1ccc(OC)cc1,COc1ccccc1NS(=O)(=O)c1cccc(NC(=O)CSc2nnc(-c3ccc(-c4ccccc4)cc3)n2CCO)c1,5.21,1.25,0.4078947368421052
CC[C@@H](Oc1ccc(Cl)cc1)C(=O)NC(C)(C)Cc1ccccc1,CC1(C)N(OCc2ccccc2)C(=O)C(=O)N(OCc2ccc(C=NC(C#N)C#N)cc2)C1(C)C,4.76,0.6499999999999995,0.2713178294573643
CC(=O)N1CCO[C@@](Cc2cccc(-c3ccc(C)cc3)c2)(C(=O)NC(C)C)C1,O=C(CC(=O)Nc1ccncc1)NCc1cccc(C[C@]2(C(=O)Nc3nccs3)CN(C(=O)CCBr)CCO2)c1,3.31,-2.62,0.3424657534246575
Cn1cc(NC(=O)c2cc(-c3cccc(Cl)c3)no2)cn1,O=C(O)C=CC=Cc1cccc(C(=Nc2ccccc2)Nc2ccc3ccccc3c2)c1,5.68,0.1200000000000001,0.1846153846153846
COC(=O)Cc1ccc(OCc2nc(-c3ccccc3)no2)cc1,CC(Sc1ccc(OCc2nc(-c3ccccc3)no2)cc1)C(=O)Nc1cccc2cccnc12,4.86,-0.3899999999999997,0.4913793103448275
C[C@@H](SCc1ccccc1)C(=O)NCc1ccc(-n2ccnc2)cc1,O=C1CC(c2ccccc2)=C(c2ccc(CNC(=S)NC(=O)Oc3ccc(-n4ccnc4)cc3)cc2)C1,5.49,1.29,0.4365079365079365
Cc1cc(Sc2ccc(Cl)cc2)n2ncc(S(=O)(=O)c3ccccc3)c2n1,CC(C)c1cc(Sc2ccc(-n3cnnc3)cc2)n2ncc(S(=O)(=O)Oc3cccc([N+](=O)[O-])c3)c2n1,6.61,0.5600000000000005,0.421875
CCCNC(=O)c1nn2cc(Br)cnc2c1Br,Cc1cccc(C(=O)NCCCCCNC(=O)c2nn3cc(Br)cnc3c2Br)c1,4.5,-0.1900000000000004,0.5
C=CCn1c(SCC(=O)NC(C)(C)C)nc2sc(C)c(C)c2c1=O,C=CCn1c(SCc2cccc(CSc3nc(=O)nc(SCC)[nH]3)n2)nc2sc(C)c(C)c2c1=O,3.53,-0.6099999999999999,0.3931623931623931
CCc1ccc(C(=O)NCCCNS(C)(=O)=O)cc1,CCc1ccc(C2NC(=S)NC(C)=C2C(=O)Oc2ccccc2C(=O)OC)cc1,5.07,1.2900000000000005,0.2201834862385321
COCCCNC(=O)c1ccc(N(C)S(=O)(=O)c2ccc(SC)cc2)cc1,C=C(C(=O)c1ccc(N(CCC(=O)O)S(=O)(=O)c2ccc(C3N(C)OC(=O)N3C)cc2)cc1)n1cncn1,4.71,-0.0899999999999998,0.3235294117647059
O=C1NC(=O)N(c2cccc(Cl)c2)C(=O)/C1=C/c1ccc(Br)o1,O=C1NC(=O)N(c2cccc(OCc3cccc(Br)c3)c2)C(=O)C1=Cc1ccc2ccccc2c1,6.24,-0.1499999999999994,0.4102564102564102
COc1nc(C)cc(N[C@@H](C)c2ncc(C)o2)n1,Cc1cc(NC=C2C(=O)OC(C)(C)OC2=O)nc(SCc2ccc(F)cc2)n1,4.74,0.5,0.2075471698113207
COCC(=O)N1CCCC[C@@H]1c1cc(-c2nccs2)nc(C)n1,Cc1nc(-c2nccs2)cc([C@H]2CCCCN2C(=O)Oc2ccc(Cn3ccccc3=O)cc2)n1,6.14,1.13,0.5135135135135135
Cc1nnc(SCC(=O)NCc2snnc2C)s1,O=[N+]([O-])c1ccc(S(=O)(=O)Cc2cc(Oc3cnccn3)ccc2[N+](=O)[O-])cc1,6.62,2.3200000000000003,0.064516129032258
O=C(NCc1ccccc1F)N1CCC[C@@H](OCc2ccccn2)C1,CC12CCC(C(=O)O[C@@H]3CCCN(C(=O)Oc4ccc(-c5ccccc5)cc4)C3)(OC1=O)C2(C)C,5.99,0.8300000000000001,0.2932330827067669
Cc1nc2c(c(N(C)C)n1)CCN(C(=O)c1cc(-c3ccc(O)cc3)n[nH]1)C2,Cc1nc2c(c(N(C)C)n1)CCN(C(=O)c1cc(-c3ccc(Oc4nc(N=O)ccc4Cl)cc3)n[nH]1)C2,6.15,-0.0299999999999993,0.6576576576576577
O=C(CSc1nc2ccccc2c(=O)n1-c1ccc(F)cc1)Nc1cccc(C(F)(F)F)c1,O=C(CCSc1nc2ccccc2c(=O)n1-c1ccc(N=Cc2ccc[nH]2)cc1)Nc1cccc(-n2cccc2)c1,4.75,0.2000000000000001,0.4861111111111111
COc1ccccc1S(=O)(=O)N(C)Cc1nc(C)c2c(n1)N(CCC(C)C)C(=O)CC2,C=C(C)Cc1cc(C)c(S(=O)(=O)N(Cc2nc(C)c3c(n2)N(Cc2ccccc2)C(=O)CC3)C(C)C(=O)O)c(C)c1,5.71,0.7800000000000002,0.4592592592592592
O=c1[nH]c(=S)c2c(n1C1CCCC1)CCC2,O=c1[nH]c(=S)c2c(n1C1CCCC1)CCC2,4.74,0.2000000000000001,1.0
OC[C@H]1CCCN1c1ncc(Cl)cc1Cl,O=C(CCSc1ccncc1)c1cnc(N2CCC[C@@H]2CO)c(Cl)c1,3.53,-0.2200000000000002,0.4615384615384615
O=C1NC(=O)N(c2cccc(Cl)c2)C(=O)/C1=C/c1ccc(Br)o1,N#CC(=S)Nc1cccc(NC=C2C(=O)NC(=O)N(c3cccc(Oc4cccnc4)c3)C2=O)c1,6.07,0.3000000000000007,0.3666666666666666
O=C(c1ccc(CN2CCc3ccccc32)cc1)N1CCc2ccccc2C1,O=C(c1ccc(C(O)CCn2nnc3ccccc32)cc1)N1CCc2ccccc2C1,6.56,0.29,0.5675675675675675
C[C@H](C(=O)NCCC(=O)NC1CCCC1)c1cc2ccccc2o1,C[C@H](C(=O)NCC1CCC(NSc2nc3ccccc3s2)CC1)N1C(=O)c2ccccc2C1=O,6.41,2.5500000000000003,0.2556390977443609
CCOC(=O)[C@H]1C(=O)N(CCc2ccccc2)c2nc3ccccc3n2[C@H]1c1ccc(C)cc1,CC(C)(C)OC(=O)[C@H]1C(=O)N(CCc2ccccc2)c2nc3ccccc3n2[C@H]1c1ccc(C2(C)NC(=O)NC2=O)cc1,6.06,0.5199999999999996,0.6466165413533834
COc1ccc(CCNC(=S)Nc2ccc(F)cc2F)cc1,COCOc1cc(NC(=O)C(=O)N2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)ccc1OC,4.94,0.4300000000000006,0.2125984251968504
C[C@]1(NC(=O)C2(Cc3ccc(-c4cccnc4)cc3)CCOCC2)CCS(=O)(=O)C1,COC(=O)CCc1cc(NC(=O)c2ccc([N+](=O)[O-])c(OCc3ccc(-c4cccnc4)cc3)c2)cc(C(=O)OC)c1,6.22,0.1099999999999994,0.2654320987654321
