START,END,REWARD,IMPROVEMENT,SIMILARITY
Cc1ccccc1OC[C@@H](O)C(=O)NC1CCN(c2ncccn2)CC1,Clc1cncc(Nc2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)n1,6.47,1.7199999999999998,0.130718954248366
O=C(COC(=O)c1nc(-c2ccccc2)n(-c2cccc(C(F)(F)F)c2)n1)NC(=O)c1ccccc1,O=C(c1ccccc1)c1cccc(C(c2ccccc2)(c2ccc(C3(c4ccc(O)cc4)CCCC3)cc2)n2nnc3ccccc32)c1,6.42,2.1100000000000003,0.2774869109947644
Cc1cc(C)c(NC(=O)c2cnc(-c3ccc(F)cc3)nc2C)c(C)c1,O=C(Oc1cccc2cccnc12)c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)NO)c1,6.19,0.9000000000000004,0.1842105263157894
COc1c(N)cc(-c2nc3cnccc3o2)cc1Br,O=C(CCn1nnc2ccccc21)c1ccc(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)cc1,6.88,2.6899999999999995,0.126865671641791
C/C(O)=N/[C@H](CS)C(=O)ON1C(=O)CCC1=O,c1ccc(NN=C(Cn2nnc3ccccc32)c2ccccc2)cc1,5.78,3.29,0.0526315789473684
N#Cc1cccc(CNC(=O)CN2C(=O)CCOc3ccccc32)c1,O=C1C=CC(c2ccccc2)(c2ccc(OC(=O)CN3C(=O)CCOc4ccccc43)cc2)CC1,6.29,1.4800000000000004,0.392
Cc1cccc(-c2nnc3n2N=C(c2ccc(O)c(O)c2)CS3)c1,O=[N+]([O-])C=Cc1ccc(C2=Nn3c(nnc3-c3cccc(I(=O)=O)c3)SC2)cc1I,0.0,-5.34,0.5247524752475248
CC(C)(C)C1CCC(NC(=O)C(=O)NCc2ccccn2)CC1,O=[N+]([O-])c1ccc(OS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,6.66,1.6900000000000004,0.0689655172413793
COc1ccc(C(=O)N(C)CC(=O)Nc2c(Cl)cccc2Cl)cc1Br,O=[N+]([O-])c1ccc(S(=O)(=O)Oc2ccc(S(=O)(=O)O)c3ccccc23)c([N+](=O)[O-])c1,7.24,2.890000000000001,0.1825396825396825
O=C(CCc1nc(-c2ccc(F)cc2)no1)Nc1cccc(N2CCCC2=O)c1,O=[N+]([O-])c1cc(C=Cc2ccc(Nc3cccc(Oc4ccccc4I)c3)c(S(=O)(=O)C3CO3)c2)cc([N+](=O)[O-])c1,6.69,1.510000000000001,0.1845238095238095
CCOc1ccccc1NC(=O)c1cc(S(=O)(=O)NCc2ccc(OC)cc2)ccc1F,O=C(Nc1ccc([N+](=O)[O-])cc1C(=O)O)c1ccc(Cc2ccccc2)c(C(=O)Nc2ccccc2S(=O)(=O)O)c1,6.32,0.1000000000000005,0.3246753246753247
Cn1cc(NC(=O)c2cc(-c3cccc(Cl)c3)no2)cn1,O=C(Oc1cccc2ccccc12)c1cc(-c2cccc(-[n+]3nc(=O)o[n-]3)c2)no1,8.04,2.52,0.3097345132743362
COCC(=O)N1CCCC[C@@H]1c1cc(-c2nccs2)nc(C)n1,O=S(=O)(Oc1ccc(-c2no[n+]([O-])c2Br)cc1)c1cccc2cccnc12,7.58,2.38,0.1
COc1ccccc1S(=O)(=O)N(C)Cc1nc(C)c2c(n1)N(CCC(C)C)C(=O)CC2,Cc1ccccc1-c1ccc(S(=O)(=O)NCc2ncc3c(n2)N(C)C(=O)CC3)cc1,6.3,0.9500000000000002,0.3178294573643411
COC(=O)c1c(N)n(-c2ccc(S(N)(=O)=O)cc2)c2nc3ccccc3nc12,Nc1c(C(=O)O)c2nc3ccccc3nc2n1-c1ccc(-c2nnn(Cc3ccc([N+](=O)[O-])cc3)n2)cc1,6.37,1.41,0.4496124031007752
O=C(CSc1nc2ccccc2c(=O)n1-c1ccc(F)cc1)Nc1cccc(C(F)(F)F)c1,O=C(CSc1nc2ccccc2c(=O)n1-c1ccc(S(=O)(=O)n2ccc3cc([N+](=O)[O-])ccc32)cc1)Nc1cccc2ccccc12,8.0,3.64,0.4430379746835443
CCCCOc1ccc(N2C(=O)NC(=O)/C(=C\c3c(OC)ccc4ccccc34)C2=O)cc1,O=C1NC(=O)N(c2ccc(Sc3ccc(Br)cc3)cc2)C(=O)/C1=C/c1cccc2ccccc12,6.74,1.5600000000000005,0.4883720930232558
COc1ccc(CCNC(=S)Nc2ccc(F)cc2F)cc1,Clc1ccc(Oc2nnnn2-c2ccc(C3C(c4ccccc4)C3(Cl)Cl)cc2)cc1,6.59,2.96,0.1732283464566929
COc1ccc(OCCNC(=O)[C@@H](C)Oc2ccccc2C(C)C)cc1,O=C(O)c1ccc(C(Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])(c2ccccc2)c2ccccc2)cc1,5.76,2.25,0.1700680272108843
O=c1[nH]c(=S)c2c(n1C1CCCC1)CCC2,O=c1[nH]c(=S)c2c(n1C1CCCC1)CCC2,4.82,-0.0299999999999993,1.0
COc1ccc(CCNC(=S)Nc2ccc(F)cc2F)cc1,O=S(=O)(Nc1cccc2cccnc12)c1cccc2cccnc12,5.4,1.5700000000000005,0.1785714285714285
Cc1cccc(-c2nnc3n2N=C(c2ccc(O)c(O)c2)CS3)c1,Cc1cc(C2(c3cccc(C(=O)C(=O)c4cccc(I)c4)c3)OC(=O)c3ccccc32)ccc1O,6.18,0.8700000000000001,0.2086330935251798
COC(=O)Cc1ccc(OCc2nc(-c3ccccc3)no2)cc1,O=[N+]([O-])c1cc(S(=O)(=O)N(c2ccccc2)S(=O)(=O)c2ccccc2)ccc1Cl,6.28,0.6699999999999999,0.2195121951219512
Cn1nccc1C(=O)N1C[C@@H]2Oc3ncccc3S(=O)(=O)N(Cc3ccccc3)[C@@H]2C1,O=C(C1CC1(c1ccccc1)c1ccc(-n2ccnn2)cc1)N1C[C@@H]2Oc3ncccc3S(=O)(=O)N(Cc3ccccc3)[C@@H]2C1,6.72,0.5099999999999998,0.5241379310344828
COc1ccc(C(=O)N(C)CC(=O)Nc2c(Cl)cccc2Cl)cc1Br,O=[N+]([O-])c1cc(CS(=O)(=O)c2nnnn2-c2ccc(C=Cc3ccsc3)cc2)cc([N+](=O)[O-])c1,8.26,3.56,0.1388888888888889
CCOc1ccc(S(=O)(=O)N(C)CC(=O)Nc2cc(-c3cccc(F)c3)[nH]n2)cc1,O=Nc1ccc(C(c2ccc(-n3nn[nH]c3=O)cc2)(c2cccc([N+](=O)[O-])c2)n2nnc3ccccc32)cc1,7.71,1.3600000000000003,0.1796407185628742
CCn1c(SCC(=O)Nc2cccc(C(=O)OC(C)C)c2)nnc1-c1ccc(OC)cc1,N#CSc1ccc(C(Nc2cccc(C(=O)C(=O)c3ccc([N+](=O)[O-])cc3)c2)(c2ccccc2)c2ccccc2)cc1,5.83,1.93,0.2057142857142857
O=c1[nH]c(=S)c2c(n1C1CCCC1)CCC2,O=c1[nH]c(=S)c2c(n1C1CCCC1)CCC2,4.77,0.0699999999999994,1.0
COc1ccc(C(=O)N(C)CC(=O)Nc2c(Cl)cccc2Cl)cc1Br,Brc1ccc(C(Br)c2cccc3ccccc23)c2ccccc12,6.16,1.5700000000000005,0.1842105263157894
CCOC(=O)c1c(C)n(-c2ccccc2)c2ccc(O)cc12,Cc1c(C=O)c2cc(NC(=O)c3ccccc3Cl)ccc2n1-c1ccccc1,6.13,1.4299999999999995,0.42
Cn1cc(NC(=O)c2cc(-c3cccc(Cl)c3)no2)cn1,CSc1ccc(C=Cc2cccc(-c3cc(C(=O)Oc4cccc5ccccc45)on3)c2)cc1,6.67,1.2599999999999998,0.28
OC[C@H]1CCCN1c1ncc(Cl)cc1Cl,C#Cc1ccc(C(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)cc1,6.17,2.1100000000000003,0.0625
COc1ccccc1S(=O)(=O)N1CCO[C@H](c2ccc(Nc3ncccc3C)cn2)C1,O=C1c2ccccc2C(=O)N1c1ccc(Oc2ccc(Oc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)cn2)cc1,6.7,1.2300000000000004,0.1975308641975308
C(=N/c1ccc(/N=C/c2cccnc2)cc1)\c1cccnc1,O=C(c1ccc(C2=C(c3ccccc3)C2C(=O)Cl)cc1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,8.4,3.4700000000000006,0.183206106870229
CNC(=O)[C@@H](C)N(Cc1ccc(F)cc1)C(=O)CN(c1cc(C)ccc1C)S(=O)(=O)N(C)C,C#Cc1ccc(S(=O)(=O)N(C(=O)CN(c2cccc([N+](=O)[O-])c2)S(=O)(=O)c2ccc(-c3nnco3)cc2)c2ccccc2)cc1,6.69,1.8500000000000003,0.1944444444444444
Cn1c(Oc2ccccc2Br)c(C#N)c(=O)n(C)c1=O,O=S(=O)(Oc1cccc2ccccc12)c1ccc2ccccc2c1,7.03,2.6000000000000005,0.203883495145631
COc1ccc(C(=O)N(C)CC(=O)Nc2c(Cl)cccc2Cl)cc1Br,O=C1c2ccccc2C(=O)N1c1ccc([N+](=O)[O-])cc1,6.66,2.24,0.1809523809523809
O=C(c1ccc(CN2CCc3ccccc32)cc1)N1CCc2ccccc2C1,N#CC1C=Cc2ccccc2N1C(=O)c1ccc(S(=O)(=O)n2nnc3ccccc32)cc1,7.1,0.4099999999999992,0.3565891472868217
O=C1NC(=O)N(c2cccc(Cl)c2)C(=O)/C1=C/c1ccc(Br)o1,O=C1C=C(c2cccc(N3C(=O)NC(=O)C(=Cc4ccc(Oc5ncccn5)cc4)C3=O)c2)CCC1,6.94,0.8600000000000003,0.3770491803278688
Cc1ccc(/C=C/C(=O)c2cccs2)cc1C,[O-][n+]1onc2ccc(Oc3ccc(Oc4ccc(-n5cncn5)cc4)cc3)cc21,5.31,-0.0500000000000007,0.1166666666666666
COc1ccc(/C=C/c2nn3c(CSC)nnc3s2)cc1OC,CSCc1nnc2sc(C=Cc3ccc4ccccc4c3)nn12,5.79,1.25,0.5952380952380952
C(=N/c1ccc(/N=C/c2cccnc2)cc1)\c1cccnc1,O=c1c(C2OCC3(COC(c4ccc(Sc5ccc(Br)cc5)cc4)OC3)CO2)coc2ccccc12,7.04,2.12,0.1621621621621621
N#CCCCCCCC(=O)c1cnccc1Cl,O=[N+]([O-])c1cc(Cl)ccc1S(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3cccnc23)cc1[N+](=O)[O-],7.66,3.34,0.0808823529411764
Nc1nc(N2CCOCC2)sc1/C=C1/C=Cc2ccccc2C1=O,O=C1/C(=C\c2cnc(N3CCOCC3)s2)C=Cc2ccccc21,6.12,-0.0499999999999998,0.725
CSc1nc(C)c(CC(=O)Nc2ccc3[nH]c4c(c3c2)CCCC4)c(=O)[nH]1,O=C1OC(c2ccc(S(=O)Cc3ccc4[nH]c5c(c4c3)CCCC5)cc2)=NC1=Cc1cccc2ccccc12,7.03,1.2400000000000002,0.2972972972972973
Cc1cnc(NC(=O)c2cncc(Cc3ccc(F)cc3)c2)s1,O=C(Oc1ccc2ccccc2c1)c1cncc(COn2nnc3ccccc32)c1,6.52,1.489999999999999,0.2809917355371901
C[C@]1(NC(=O)C2(Cc3ccc(-c4cccnc4)cc3)CCOCC2)CCS(=O)(=O)C1,O=C1CC(CSc2ccc(-c3ccc(Cl)cc3)cc2)(c2ccccc2)OC(=O)C1Sc1ccc(C2CO2)cc1,6.11,0.2700000000000004,0.1705882352941176
CCOc1ccccc1NC(=O)c1cc(S(=O)(=O)NCc2ccc(OC)cc2)ccc1F,O=C(c1ccc(-c2ccc(P(Cl)Cl)cc2)cc1)c1cc(C(=O)C2OC2c2cccc3ccccc23)ccc1Br,8.15,3.6000000000000005,0.216867469879518
CCOC(=O)C1=C(C)NC(=S)N[C@@H]1c1ccccc1F,Oc1ccc(C(c2ccccc2)c2ccc(C=Cc3ccccc3)cc2)cc1,6.35,2.3599999999999994,0.1219512195121951
COc1ccc(S(=O)(=O)N2CCC[C@@H](C(=O)Nc3cc(C)ccc3C)C2)cc1C,Nc1ccc(N=Nc2ccc(-c3ccccc3)c(OS(=O)(=O)c3ccc(OS(=O)(=O)c4ccc5ccccc5c4)cc3)c2)cc1,7.63,2.24,0.1538461538461538
O=c1nc(NCCc2ccccc2)[nH]nc1Cc1ccccc1,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)c1ccc(S(=O)(=O)c2ccccc2)c([N+](=O)[O-])c1,9.3,4.390000000000001,0.2015503875968992
O=c1[nH]c(=S)c2c(n1C1CCCC1)CCC2,O=c1[nH]c(=S)c2c(n1C1CCCC1)CCC2,4.66,-0.1099999999999994,1.0
COc1ccc(/C=C/c2nn3c(CSC)nnc3s2)cc1OC,[O-][n+]1onc2cc(C=Cc3ccc4c(c3)no[n+]4[O-])ccc21,7.94,3.12,0.2037037037037037
C[C@H](C(=O)NCCC(=O)NC1CCCC1)c1cc2ccccc2o1,O=[N+]([O-])c1ccccc1S(=O)(=O)n1nnc2ccccc21,6.25,2.54,0.1428571428571428
COc1ccc(C(=O)N(C)CC(=O)Nc2c(Cl)cccc2Cl)cc1Br,O=[N+]([O-])c1ccc(OS(=O)(=O)c2ccc3ccccc3c2)c2ccccc12,6.75,1.7199999999999998,0.1885245901639344
Cc1nc(CC2CCN(C(=O)c3ccc(N)nc3)CC2)cc(NC2CCCC2)n1,O=C(Oc1ccc2ccccc2c1Cl)N1CCC(Cc2cc(Oc3cccc4cccnc34)nc(Cl)n2)CC1,6.25,0.6799999999999997,0.2774193548387096
CCCCNC(=O)CNS(=O)(=O)c1ccc(C)cc1,c1ccc(P(c2ccccc2)c2ccc(C3CC3)cc2)cc1,5.54,0.8499999999999996,0.0934579439252336
CCOc1ccccc1NC(=O)c1cc(S(=O)(=O)NCc2ccc(OC)cc2)ccc1F,O=C1Nc2ccccc2C1=NNS(=O)(=O)c1ccc(Cc2cc(Cl)cc(Cl)c2)c(C(=O)N2C(=O)c3ccccc3C2=O)c1,6.3,0.7699999999999996,0.2787878787878788
CCOc1ccc(S(=O)(=O)N(C)CC(=O)Nc2cc(-c3cccc(F)c3)[nH]n2)cc1,O=C(O)c1cccc(C(c2ccc(C(=O)CS)cc2)(c2ccc([N+](=O)[O-])cc2)n2nnc3ccccc32)c1,6.78,1.34,0.1925465838509316
CCCc1nc(NCCO)c2nnn(Cc3ccccc3)c2n1,c1ccc(CNc2ncnc3c2nnn3Cc2ccccc2)cc1,5.78,1.1400000000000006,0.4479166666666667
N#CCCCCCCC(=O)c1cnccc1Cl,O=[N+]([O-])c1cc(C=Cc2ccc3cc([N+](=O)[O-])ccc3c2)cc([N+](=O)[O-])c1,7.6,3.6,0.0603448275862069
Cn1cc(NC(=O)c2cc(-c3cccc(Cl)c3)no2)cn1,O=C(c1cc(-c2ccc(-c3nnco3)cc2)no1)c1no[n+]([O-])c1C(=O)c1ccc(-c2nn[nH]n2)cc1,5.74,0.2200000000000006,0.217391304347826
OC[C@H]1CCCN1c1ncc(Cl)cc1Cl,O=C(O)c1ccccc1-c1ccccc1C(=O)c1ccc(C(=O)Cl)c([N+](=O)[O-])c1,5.46,1.67,0.0701754385964912
CCCc1nc(NCCO)c2nnn(Cc3ccccc3)c2n1,Clc1ccc(COc2cccc(CNc3ncnc4c3nnn4Cc3ccccc3)c2)c(Cl)c1,4.85,0.8899999999999997,0.3577235772357723
CCn1c(SCC(=O)Nc2cccc(C(=O)OC(C)C)c2)nnc1-c1ccc(OC)cc1,O=C(c1cccc(C(c2ccccc2)(c2ccc([N+](=O)[O-])cc2)n2nnc3ccccc32)c1)c1cccs1,7.79,2.13,0.1964285714285714
Cc1nnc(SCC(=O)NCc2snnc2C)s1,Clc1ccc(C(=Cc2ccccc2)c2ccc(-n3cccn3)cc2)cc1,5.69,1.2000000000000002,0.0491803278688524
Cn1nccc1C(=O)N1C[C@@H]2Oc3ncccc3S(=O)(=O)N(Cc3ccccc3)[C@@H]2C1,O=C(c1ccc(Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1[N+](=O)[O-])N1C[C@@H]2Oc3ncccc3S(=O)(=O)N(Cc3ccccc3)[C@@H]2C1,7.82,2.09,0.5136986301369864
C(=N/c1ccc(/N=C/c2cccnc2)cc1)\c1cccnc1,O=C(c1ccc(C2OCC3(CO2)COC(c2cccc4ccccc24)OC3)cc1)C1CC1,7.47,2.53,0.1678832116788321
CCOc1ccc(Cl)cc1S(=O)(=O)N1CCC(C(=O)Nc2ccccc2CC)CC1,O=C1CC(Sc2ccccc2)C2(OCCO2)C(Sc2ccc(C=Cc3ccc4no[n+]([O-])c4c3)cc2)C1,7.08,0.5800000000000001,0.1626506024096385
Cc1cc(C)c(NC(=O)c2cnc(-c3ccc(F)cc3)nc2C)c(C)c1,O=C(Oc1cccc2cccnc12)c1cccc(C=Cc2ccc3c(c2)no[n+]3[O-])c1,7.33,1.9400000000000004,0.1985294117647058
CN(Cc1cccc(F)c1)C(=O)NCCCOCc1ccccc1,O=[N+]([O-])c1ccc(C(=Cc2ccccc2Cl)c2ccccc2)cc1,6.29,2.91,0.2212389380530973
COc1ccc(/C=C/c2nn3c(CSC)nnc3s2)cc1OC,O=Cc1ccc(C(=O)C=Cc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1[N+](=O)[O-],7.64,3.3,0.1209677419354838
N#CCCCCCCC(=O)c1cnccc1Cl,O=[N+]([O-])c1cc(-c2ccc(-c3cccc(CBr)c3)cc2)c(O)cc1-c1ccccc1,6.39,2.5,0.0634920634920634
O=C(CCc1nc(-c2ccc(F)cc2)no1)Nc1cccc(N2CCCC2=O)c1,O=C(Cl)c1ccc(C(=Nc2cccc(C(=O)c3ccc([N+](=O)[O-])cc3)c2)c2ccc(O)cc2[N+](=O)[O-])cc1,7.41,0.9699999999999998,0.1728395061728395
CC[C@@H](C(=O)NCC(C)C)N(Cc1ccccc1C)C(=O)COc1cc(C)cc(C)c1,Cc1ccccc1CN(C(=O)c1ccccc1[N+](=O)[O-])[C@@H](CS)C(=O)OCN1C(=O)c2ccccc2C1=O,4.4,0.1800000000000006,0.2818791946308724
CN(C(=O)c1cc(-c2ccc3c(c2)OCCO3)on1)c1ccccc1,c1ccc(-n2nnnc2Oc2ccc3c(c2)OCCO3)cc1,5.49,-1.0499999999999998,0.4329896907216495
COc1ccc(C(=O)N(C)CC(=O)Nc2c(Cl)cccc2Cl)cc1Br,O=C(c1cccc(-c2ncccn2)c1)c1no[n+]([O-])c1C(=O)c1ccncc1,5.52,0.4099999999999992,0.2113821138211382
CN(Cc1cccc(F)c1)C(=O)NCCCOCc1ccccc1,O=[N+]([O-])c1ccc(C2=C(c3ccc(OS(=O)(=O)c4ccc5ccccc5c4)cc3)S2(=O)=O)cc1,7.77,4.14,0.1619718309859155
Cc1ccc(NC(=O)COC(=O)COc2ccc(Cl)cc2)cc1F,N=C1C=CC(=C(c2ccc(-c3c([N+](=O)[O-])no[n+]3[O-])cc2)c2ccc([N+](=O)[O-])cc2)C=C1,8.05,4.58,0.1544117647058823
CCCCOc1ccc(N2C(=O)NC(=O)/C(=C\c3c(OC)ccc4ccccc34)C2=O)cc1,O=C1NC(=O)N(c2ccc(-n3nnn(-c4ccc(C5CO5)cc4)c3=O)cc2)C(=O)/C1=C/c1c(OCC2CO2)ccc2ccccc12,7.86,2.5100000000000007,0.477124183006536
Cn1c(Oc2ccccc2Br)c(C#N)c(=O)n(C)c1=O,O=[N+]([O-])c1ccc(Nc2ccc(Oc3ccccc3C3SCCS3)c([N+](=O)[O-])c2)c([N+](=O)[O-])c1,7.71,3.28,0.171875
Cc1cc(C)c(NC(=O)c2cnc(-c3ccc(F)cc3)nc2C)c(C)c1,O=C1C2C(c3ccccc3)NC(c3ccccc3)C1C(c1ccccc1)NC2c1ccccc1,5.7,0.2700000000000004,0.1089743589743589
CCOc1ccccc1NC(=O)c1cc(S(=O)(=O)NCc2ccc(OC)cc2)ccc1F,Cc1cc(C)cc(Nc2ccc(S(=O)(=O)C(Cl)=Cc3ccccc3)cc2C(=O)Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1,6.35,1.6999999999999993,0.2955974842767295
Cc1n[nH]c(=O)nc1Nc1cc(Cl)cc(Cl)c1,c1ccc2c(CSCc3cccc4ccccc34)cccc2c1,5.23,0.3200000000000003,0.0841121495327102
CCC(CC)NC(=O)CSc1nc2[nH]ncc2c(=O)[nH]1,Fc1ccccc1-c1ccc(CSc2nnnn2-c2ccccc2)cc1,6.49,3.3200000000000003,0.08130081300813
COc1ccccc1S(=O)(=O)N1CCO[C@H](c2ccc(Nc3ncccc3C)cn2)C1,O=[N+]([O-])c1ccc(C=Cc2ccc([C@@H]3CN(S(=O)(=O)n4nnc5ccccc54)CCO3)nc2)c([N+](=O)[O-])c1,7.41,2.78,0.3873239436619718
Cc1ccc2c(C)c(C(=O)Nc3ccc(-n4cnnn4)cc3)oc2c1,O=[N+]([O-])c1no[n+]([O-])c1-c1ccc(S(=O)(=O)Oc2cccc3cccnc23)cc1,6.93,0.8799999999999999,0.1937984496124031
