START,END,REWARD,IMPROVEMENT,SIMILARITY
OC[C@H]1CCCN1c1ncc(Cl)cc1Cl,CC[C@H]1CCCN1c1ncc(N(C)C)cc1Cl,3.74,-0.2299999999999999,0.5344827586206896
Cc1cccc(OCCN2C(=O)/C(=N/O)c3ccccc32)c1,CCN(CCN1C(=O)/C(=N/O)c2ccccc21)c1ccccc1,4.27,-0.4700000000000006,0.5542168674698795
N#CCCCCCCC(=O)c1cnccc1Cl,Cc1cc(C)n(CCn2nc(C)cc2C)n1,4.05,0.0799999999999996,0.0823529411764705
COc1cc(C2=N/C(=C/c3ccc(C)o3)C(=O)O2)ccc1OC(F)F,COc1cc(C2=N/C(=C/c3ccc(C)o3)C(=O)O2)ccc1C1SCCS1,5.65,0.3100000000000005,0.6292134831460674
O=C(CCc1nc(-c2ccc(F)cc2)no1)Nc1cccc(N2CCCC2=O)c1,O=C1CCCN1c1cccc(NC(=S)OCCc2nc(-c3ccc(F)cc3)no2)c1,6.06,0.9499999999999992,0.8
COc1ccc(S(=O)(=O)N2C[C@H](C(=O)NCc3ccc(C)cc3)Oc3cc(C)ccc32)cc1,CSc1ccc(CNC(=O)[C@H]2CN(S(=O)(=O)c3ccc(C)cc3)c3ccc(C)cc3O2)cc1,6.02,1.1399999999999997,0.8415841584158416
CCCC(=O)Nc1ccc([C@@H]2OCC(=O)N(CC(C)C)[C@@H]2CO)cc1,CCCC(=O)Nc1ccc([C@@H]2OCC(=O)N(CCC)[C@@H]2C)cc1,4.49,-0.1600000000000001,0.6835443037974683
OC[C@H]1CCCN1c1ncc(Cl)cc1Cl,CC[C@H]1CCCN1c1ncc(F)cc1Cl,3.97,0.1600000000000001,0.5849056603773585
Cc1cccc(-c2nnc3n2N=C(c2ccc(O)c(O)c2)CS3)c1,Cc1cccc(-c2nnc3n2N=C(c2ccc(N)c(O)c2)CS3)c1,5.39,0.0699999999999994,0.84
COc1ccc(/C=C/c2nn3c(CSC)nnc3s2)cc1OC,CSCc1nnc2sc(C=Cc3ccc4no[n+]([O-])c4c3)nn12,6.86,2.5200000000000005,0.6024096385542169
CCCCNC(=O)CNS(=O)(=O)c1ccc(C)cc1,COc1ccc(CNS(=O)(=O)c2ccc(C)cc2)cc1,5.49,1.6,0.4025974025974026
Cc1cc(Sc2ccc(Cl)cc2)n2ncc(S(=O)(=O)c3ccccc3)c2n1,CC(C)c1cc(Sc2ccc(N(C)C)cc2)n2ncc(S(=O)(=O)c3ccccc3)c2n1,5.86,-0.3799999999999999,0.673469387755102
Cc1ccc(NC(=O)COC(=O)COc2ccc(Cl)cc2)cc1F,Cc1ccc(NC(=Nc2ccccc2)c2ccc(Cl)cc2)cc1F,5.32,0.8300000000000001,0.431578947368421
Cc1cc2cc(CCNC(=O)c3cccc(C(F)(F)F)c3)c(=O)[nH]c2cc1C,Cc1cc2cc(CCNC(=O)c3ccc(C(F)(F)F)cc3)c(=O)[nH]c2cc1C,6.09,-0.4000000000000003,0.8117647058823529
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)N2CCOCC2)cc1,CCN(C(=O)c1ccc(Oc2ccncc2)cc1)c1ccccc1C,4.75,-0.8799999999999999,0.1779661016949152
Cc1nc(N2CCOCC2)[nH]c(=O)c1Cc1cccc2ccccc12,Cc1nc(N2CCOCC2)[nH]c(=O)c1Cc1cccc2ccccc12,5.85,0.0499999999999998,1.0
Cc1nc(N2CCOCC2)[nH]c(=O)c1Cc1cccc2ccccc12,Cc1nc(N2CCOCC2)[nH]c(=O)c1Cc1cccc2ccccc12,5.69,-0.1099999999999994,1.0
O=C1NC(=O)N(c2cccc(Cl)c2)C(=O)/C1=C/c1ccc(Br)o1,Cc1cccc(NC=C2C(=O)NC(=O)N(c3cccc(Cl)c3)C2=O)n1,5.42,-0.9699999999999998,0.5952380952380952
Cc1c(C(N)=O)oc2c1[C@H](O)CC(C)(C)C2,Cc1c(C(N)=O)oc2c1[C@H](O)CC(C)(C)C2,4.19,-0.3199999999999994,1.0
COc1ccccc1S(=O)(=O)N1CCO[C@H](c2ccc(Nc3ncccc3C)cn2)C1,Cc1cccnc1Nc1ccc([C@@H]2CN(S(=O)(=O)c3cc(Cl)ccc3Cl)CCO2)nc1,5.96,0.7599999999999998,0.7184466019417476
CC(C)(C)C1CCC(NC(=O)C(=O)NCc2ccccn2)CC1,COc1cc(C)ccc1NC(=O)c1c(F)c(F)c(F)c(F)c1F,3.93,-1.31,0.0964912280701754
Cc1ccc(NC(=O)CCNC(=O)c2c(C)cc(C)n(C)c2=O)cc1,Cc1cccc(C)c1NC(=O)CNC(=O)c1c(C)cc(C)n(C)c1=O,4.66,-0.2000000000000001,0.5697674418604651
CC(C)(C)SCCNC(=O)C1CCN(S(=O)(=O)Cc2c(F)cccc2Cl)CC1,O=C(Nc1ccc(-c2cnco2)cc1)C1CCN(S(=O)(=O)Cc2c(F)cccc2Cl)CC1,6.09,0.7999999999999998,0.4910714285714285
CCOC(=O)C1=C(C)NC(=S)N[C@@H]1c1ccccc1F,COC(=O)C1=C(C)NC(=S)N[C@@H]1c1ccccc1F,4.03,0.0,0.8135593220338984
Cc1cccc(OCCN2C(=O)/C(=N/O)c3ccccc32)c1,CCN(CCN1C(=O)/C(=N/O)c2ccccc21)c1ccccc1,4.61,-0.0499999999999998,0.5542168674698795
CN1C(=O)[C@](CC(=O)NCc2ccncc2)(Cc2ccccc2)c2ccccc21,CN1C(=O)[C@](CC(=O)Nc2ccc(Br)cn2)(Cc2ccccc2)c2ccccc21,6.11,0.5700000000000003,0.67
CN(Cc1cccc(F)c1)C(=O)NCCCOCc1ccccc1,CN(Cc1cccc(F)c1)C(=O)NCCS(=O)c1ccccc1,5.02,1.2199999999999998,0.654320987654321
COc1ccc(S(=O)(=O)N2C[C@H](C(=O)NCc3ccc(C)cc3)Oc3cc(C)ccc32)cc1,Cc1ccc(CNC(=O)[C@H]2CN(S(=O)(=O)c3ccc(C)cc3)c3ccc(Cl)cc3O2)cc1,6.3,0.6799999999999997,0.8118811881188119
CCOc1ccc(Cl)cc1S(=O)(=O)N1CCC(C(=O)Nc2ccccc2CC)CC1,CCc1ccccc1NC(=O)C1CCN(S(=O)(=O)c2c(C)cc(C)cc2C)CC1,6.51,-0.3100000000000005,0.6078431372549019
COCCCNC(=O)c1ccc(N(C)S(=O)(=O)c2ccc(SC)cc2)cc1,CCNCCNC(=O)c1ccc(N(C)Cc2ccc(SC)cc2)cc1,3.98,-0.6499999999999999,0.5531914893617021
COc1ccc(OCCNC(=O)[C@@H](C)Oc2ccccc2C(C)C)cc1,Cc1ccc(NCCNS(=O)(=O)Oc2ccccc2C(C)C)cc1,4.46,1.85,0.4141414141414141
OC[C@H]1CCCN1c1ncc(Cl)cc1Cl,CC[C@H]1CCCN1c1ncc(C)cc1Cl,4.05,-0.0700000000000002,0.5849056603773585
CN1C(=O)[C@](CC(=O)NCc2ccncc2)(Cc2ccccc2)c2ccccc21,Cc1ccc(NC(=O)C[C@]2(Cc3ccccc3)C(=O)N(C)c3ccccc32)nc1,5.53,0.96,0.67
C[C@@H](SCc1ccccc1)C(=O)NCc1ccc(-n2ccnc2)cc1,c1ccc(-n2nnnc2SCc2ccc(-n3ccnc3)cc2)cc1,5.19,0.5300000000000002,0.5263157894736842
COc1ccc(S(=O)(=O)N2CCC[C@@H](C(=O)Nc3cc(C)ccc3C)C2)cc1C,Cc1ccc(C)c(NC(=O)c2ccccc2C(=O)c2c(C)c(C)cc(C)c2C)c1,6.25,1.0700000000000005,0.3474576271186441
C(=N/c1ccc(/N=C/c2cccnc2)cc1)\c1cccnc1,Fc1cccc(NCc2ccc(/N=C/c3cccnc3)cc2)n1,4.84,-0.0700000000000002,0.5056179775280899
N#CCCCCCCC(=O)c1cnccc1Cl,O=C(CSc1ncccn1)c1cnccc1Cl,4.78,1.0500000000000005,0.3472222222222222
COC(=O)Cc1ccc(OCc2nc(-c3ccccc3)no2)cc1,c1ccc(-c2noc(COc3ccc(CN4CCNCC4)cc3)n2)cc1,4.75,-0.5700000000000003,0.6263736263736264
O=C(CCNC1=NS(=O)(=O)c2ccccc21)OCC(=O)c1ccc(Br)cc1,CCN(C(=O)CCNC1=NS(=O)(=O)c2ccccc21)c1ccc(Br)cc1,5.69,0.1300000000000007,0.6555555555555556
OC[C@H]1CCCN1c1ncc(Cl)cc1Cl,NS(=O)(=O)c1cnc(N2CCC[C@@H]2CO)c(Cl)c1,4.2,0.5100000000000002,0.6545454545454545
Cc1ccc(C2=C[C@H](c3c(Cl)cccc3Cl)n3ncnc3N2)cc1,CCOc1ccc(C2=C[C@H](c3c(Cl)cccc3Cl)n3ncnc3N2)cc1,5.88,0.2099999999999999,0.8
CCCCNC(=O)CNS(=O)(=O)c1ccc(C)cc1,CCSC1=NCCN1S(=O)(=O)c1ccc(C)cc1,4.77,0.1599999999999992,0.36
Cc1cc(C)c(NC(=O)c2cnc(-c3ccc(F)cc3)nc2C)c(C)c1,Cc1cc(F)cc(C)c1NC(=O)c1cnc(-c2ccc(F)cc2)nc1C,5.19,-0.2299999999999995,0.8461538461538461
CN1C(=O)[C@](CC(=O)NCc2ccncc2)(Cc2ccccc2)c2ccccc21,CN1C(=O)[C@](CC(=O)Nc2ccc(F)cc2F)(Cc2ccccc2)c2ccccc21,5.5,0.1500000000000003,0.6407766990291263
CC(C)(C)SCCNC(=O)C1CCN(S(=O)(=O)Cc2c(F)cccc2Cl)CC1,CC(=O)c1ccc(NC(=O)C2CCN(S(=O)(=O)Cc3c(F)cccc3Br)CC2)cc1,6.29,1.96,0.4587155963302752
COc1ccc(/C=C/c2nn3c(CSC)nnc3s2)cc1OC,CSCc1nnc2sc(C=Cc3cc(C)c(C)c(C)c3)nn12,5.64,0.6299999999999999,0.5802469135802469
CC[C@@H](C(=O)NCC(C)C)N(Cc1ccccc1C)C(=O)COc1cc(C)cc(C)c1,CCNC(=O)CNC(=O)[C@H](CC)N(Cc1ccccc1C)C(=O)Cc1ccc(C)cc1,3.82,0.29,0.4869565217391304
Cc1cccc(-c2nnc3n2N=C(c2ccc(O)c(O)c2)CS3)c1,Cc1cccc(-c2nnc3n2N=C(c2ccc(F)c(I)c2)CS3)c1,6.0,0.92,0.7468354430379747
COc1ccccc1S(=O)(=O)N1CCO[C@H](c2ccc(Nc3ncccc3C)cn2)C1,Cc1cccnc1Nc1ccc([C@@H]2CN(S(=O)(=O)c3ccccc3Br)CCO2)nc1,5.48,0.33,0.8421052631578947
Cc1nnc(SCC(=O)NCc2snnc2C)s1,Cc1nnc(SCC(=O)NCc2snnc2C)s1,4.98,0.9200000000000008,1.0
COc1ccc(CCNC(=S)Nc2ccc(F)cc2F)cc1,COc1ccc(CCNC(=O)c2ccc(F)cc2F)cc1,4.92,1.09,0.704225352112676
Cc1cc(C)c(NC(=O)c2cnc(-c3ccc(F)cc3)nc2C)c(C)c1,Cc1cc(C)c(NC(=O)c2cnc(-c3ccc(F)cc3)nc2C)c(Br)c1,5.53,0.0300000000000002,0.8461538461538461
O=C(CCc1nc(-c2ccc(F)cc2)no1)Nc1cccc(N2CCCC2=O)c1,Cc1ccc(C)n1-c1cccc(NC(=O)CCc2nc(-c3ccc(F)cc3)no2)c1,5.53,0.5,0.6666666666666666
CNC(=O)[C@@H](C)N(Cc1ccc(F)cc1)C(=O)CN(c1cc(C)ccc1C)S(=O)(=O)N(C)C,Cc1ccc(C)c(N(CC(=O)N(Cc2ccc(F)cc2)c2ccccc2)S(=O)(=O)N(C)C)c1,4.91,0.1299999999999999,0.6272727272727273
CC[C@@H](C(=O)NCC(C)C)N(Cc1ccccc1C)C(=O)COc1cc(C)cc(C)c1,CC[C@@H](C(=O)NCC(C)C)N(Cc1ccccc1C)C(=O)Cc1ccc(C)cc1,3.82,0.3199999999999998,0.65
OC[C@H]1CCCN1c1ncc(Cl)cc1Cl,C[C@H]1CCCN1c1ncc(F)cc1Cl,3.71,-0.0300000000000002,0.5
Cn1cc(NC(=O)c2cc(-c3cccc(Cl)c3)no2)cn1,Cn1cc(NC(=O)c2cc(-c3ccccn3)no2)cn1,5.2,-0.5,0.6388888888888888
CN(C)c1noc([C@H]2CCCN(C(=O)Cc3cccs3)C2)n1,CN(C)c1noc([C@H]2CCCN(C(=O)c3ccc(Br)cc3)C2)n1,5.6,0.0099999999999997,0.5802469135802469
CCCNC(=O)c1nn2cc(Br)cnc2c1Br,CC1(CNC(=O)c2nn3cc(Br)cnc3c2Br)CO1,4.22,-0.4500000000000002,0.6779661016949152
CCOC(=O)c1c(C)n(-c2ccccc2)c2ccc(O)cc12,CC(=O)c1c(C)n(-c2ccccc2)c2ccc(O)cc12,4.78,0.3200000000000003,0.7878787878787878
Cc1ccc(C)c(OCC(=O)c2ccc(O)cc2O)c1C,Cc1ccccc1NC(=O)COc1c(C)ccc(C)c1C,4.56,0.6799999999999997,0.5131578947368421
CCCCNC(=O)CNS(=O)(=O)c1ccc(C)cc1,Cc1ccc(CNS(=O)(=O)c2ccc(C)cc2)cc1,5.47,1.5799999999999996,0.4189189189189189
CNC(=O)[C@@H](C)N(Cc1ccc(F)cc1)C(=O)CN(c1cc(C)ccc1C)S(=O)(=O)N(C)C,Cc1ccc(C)c(N(CC(=O)N(Cc2ccccc2)Cc2ccc(F)cc2)C(=O)c2ccccc2)c1,5.62,1.0099999999999998,0.3941605839416058
C(=N/c1ccc(/N=C/c2cccnc2)cc1)\c1cccnc1,Clc1ccc2noc(-c3ccc(SCc4cccnc4)cc3)c2c1,5.88,1.2400000000000002,0.2803738317757009
Cc1cccc(OCCN2C(=O)/C(=N/O)c3ccccc32)c1,O=C1/C(=N/O)c2ccccc2N1CCOc1ccc(F)cc1,4.58,0.4100000000000001,0.7027027027027027
C=CCn1c(SCC(=O)NC(C)(C)C)nc2sc(C)c(C)c2c1=O,Cc1sc2nc(SCC(=O)c3cnccn3)n(C)c(=O)c2c1C,4.75,0.81,0.4222222222222222
COc1ccc(C(=O)N(C)CC(=O)Nc2c(Cl)cccc2Cl)cc1Br,CN(CC(=O)c1ccc(Cl)cc1Cl)C(=O)c1ccccc1Br,5.26,0.8399999999999999,0.4382022471910112
COc1ccc(CCNC(=S)Nc2ccc(F)cc2F)cc1,NOc1ccc(CCNC(=O)c2ccccc2F)cc1,4.46,0.48,0.4512195121951219
COc1nc(C)cc(N[C@@H](C)c2ncc(C)o2)n1,COc1nc(C)cc(N[C@@H](C)c2ncc(C)o2)n1,4.69,0.4599999999999999,1.0
Cc1cc2cc(CCNC(=O)c3cccc(C(F)(F)F)c3)c(=O)[nH]c2cc1C,Cc1cc2cc(CCNC(=O)c3cccc(Nc4nnns4)c3)c(=O)[nH]c2cc1C,5.44,0.4599999999999999,0.6464646464646465
CCn1c(SCC(=O)Nc2cccc(C(=O)OC(C)C)c2)nnc1-c1ccc(OC)cc1,CCOc1cccc(NC(=O)CSc2nnc(-c3ccc(OC)cc3)n2CC)c1,5.01,-0.2700000000000004,0.73
O=c1[nH]c(=S)c2c(n1C1CCCC1)CCC2,O=c1[nH]c(=S)c2c(n1C1CCCC1)CCC2,4.68,-0.08,1.0
Cc1ccc(C2=C[C@H](c3c(Cl)cccc3Cl)n3ncnc3N2)cc1,CCCc1ccc(C2=C[C@H](c3c(Cl)cccc3Cl)n3ncnc3N2)cc1,5.66,-0.0199999999999995,0.8
CCn1c(SCC(=O)Nc2cccc3nsnc23)nnc1-c1ccccc1,Cn1c(SCC(=O)Nc2cccc3nsnc23)nnc1-c1ccccc1,5.76,0.9699999999999998,0.8452380952380952
COc1ccc(/C=C/c2nn3c(CSC)nnc3s2)cc1OC,CSCc1nnc2sc(C=Cc3cc(C)c(S)c(C)c3)nn12,5.24,0.4800000000000004,0.5802469135802469
C=CCn1c(SCC(=O)NC(C)(C)C)nc2sc(C)c(C)c2c1=O,CCn1c(SCC(=O)n2nc(C)cc2C)nc2sc(C)c(C)c2c1=O,4.39,0.1699999999999999,0.5
O=C(NCc1ccccc1F)N1CCC[C@@H](OCc2ccccn2)C1,CC(Sc1ccc(CNCc2ccccc2F)cc1)c1ccccn1,4.55,-1.2199999999999998,0.3518518518518518
COC(=O)c1cc(S(=O)(=O)N(C)Cc2cccc3ccccc23)ccc1C,CNC(=O)c1cc(S(=O)(=O)N(C)Cc2cccc3ccccc23)ccc1C,7.27,1.0999999999999996,0.8292682926829268
CCn1c(SCC(=O)Nc2cccc(C(=O)OC(C)C)c2)nnc1-c1ccc(OC)cc1,CCn1c(SCC(=O)Nc2cccc(-n3c(C)ccc3C)c2)nnc1-c1ccc(OC)cc1,4.36,0.4300000000000001,0.6576576576576577
Nc1nc(N2CCOCC2)sc1/C=C1/C=Cc2ccccc2C1=O,Nc1nc(N2CCOCC2)sc1/C=C1/C=Cc2ccccc2C1=O,5.99,-0.0499999999999998,1.0
C(=N/c1ccc(/N=C/c2cccnc2)cc1)\c1cccnc1,C(=N/c1ccc(/N=C/c2cccnc2)cc1)\c1cccnc1,4.66,-0.2099999999999999,1.0
COC(=O)c1sc2nc(N)c(C#N)c(-c3ccccc3)c2c1N,CC(=O)c1sc2nc(N)c(C#N)c(-c3ccccc3)c2c1N,3.93,-0.1800000000000001,0.8382352941176471
O=C(Cc1ccccc1)N1CCC(c2ccccc2)=N1,CN(C)c1ccccc1CC(=O)N1CCC(c2ccccc2)=N1,5.41,0.3399999999999998,0.6891891891891891
COc1c(N)cc(-c2nc3cnccc3o2)cc1Br,COc1c(N)cc(-c2nc3cnccc3o2)cc1Br,4.15,0.0200000000000004,1.0
CCC(CC)NC(=O)[C@H]1CC(=O)N(c2ccc(F)cc2)C1,NCCNC(=O)[C@H]1CC(=O)N(c2ccc(F)cc2)C1,4.13,-0.3600000000000003,0.6567164179104478
CCCCNC(=O)CNS(=O)(=O)c1ccc(C)cc1,CCCCCCNS(=O)(=O)c1ccc(C)cc1,4.73,0.7400000000000002,0.65
CN1C(=O)[C@](CC(=O)NCc2ccncc2)(Cc2ccccc2)c2ccccc21,CN1C(=O)[C@](CC(=O)Nc2ccc(F)cc2F)(Cc2ccccc2)c2ccccc21,5.49,0.6400000000000006,0.6407766990291263
